1st_norm,2nd_norm,3rd_norm,pitch,pitch_con,tone,sort
156.523268397199,-23.68988730435438,-61.908821402062976,193.64464569719064,shuo_2_74,2,74
186.26460276805054,-217.45726504152933,-77.03363938896027,350.60470947452694,shuo_4_108,4,108
3013.3199930071987,-4255.99957001721,1542.9541562453837,212.90794906420533,shuo_4_94,4,94
651.1935335258694,-823.598522518056,-23.40669837011361,409.9358771163842,shuo_4_90,4,90
-155.145969023217,71.22821717950576,-195.29256486875147,374.9869937852615,shuo_4_102,4,102
364.3025043493242,-502.58853471482905,-88.31434899636419,391.5598928972315,shuo_4_98,4,98
100.64643465355489,39.444002184879054,-82.7213783087371,256.76012414972064,shuo_2_14,2,14
815.6271734805297,-1187.7522243304943,144.56045436345653,331.7268745923907,shuo_4_106,4,106
-121.29206878106488,336.0556438622481,-309.402252684496,274.69395860633284,shuo_2_34,2,34
348.0713063959678,-419.63799820228445,-63.24907349876121,376.48747579963884,shuo_4_104,4,104
1341.0631423067339,-969.1371472546631,-55.45706477027326,276.9155064773826,shuo_3_88,3,88
806.0618214446087,-1088.0742222878262,206.83008964091795,305.99940032327476,shuo_4_18,4,18
157.033912903241,-93.87963747033953,4.420122375520992,223.2727368984149,shuo_2_8,2,8
46.17630990599146,-134.47469763470474,151.81382188947123,288.34891395408954,shuo_1_2,1,2
792.9822959167559,-1013.6708395484734,74.80365628382947,362.22681822275365,shuo_4_38,4,38
692.7965582801162,-1038.1796690140873,223.03691176529694,351.56540435999733,shuo_4_11,4,11
4272.527152435702,-7423.347874070983,3256.4290732302848,126.94910868015886,shuo_3_86,3,86
154.9690505985213,-147.942048825238,89.80150713759083,221.590191151531,shuo_2_6,2,6
-37.1308713687908,29.916336753674713,-108.9099046618585,375.25064046641694,shuo_4_30,4,30
-20.015076322909064,0.020255371259285074,-9.270783427200422,356.8122537914206,shuo_1_32,1,32
-42.63067702494428,96.58979661637906,-57.955306167271964,291.0009621240331,shuo_1_66,1,66
132.2241600640906,-151.31395469764323,44.12390504758328,288.9785686465764,shuo_1_70,1,70
-321.81363313016817,328.61984330611773,75.19739525116638,218.76387146267984,shuo_1_12,1,12
50.08559155380393,-80.19000024549355,-176.91144501356825,292.68584647294415,shuo_3_56,3,56
2006.0682283768374,-2341.33793795592,548.221063539839,328.2900538912508,shuo_4_58,4,58
43.83757226064262,7.305475858391288,-49.58482523807095,330.6813912870648,shuo_1_50,1,50
22.94423574723208,235.11074738449443,-198.30726507602395,236.84651874999025,shuo_2_48,2,48
-58.27823977781901,125.44280472832938,-76.3505742609216,226.17811335370845,shuo_2_44,2,44
-505.78260992339887,791.6782915980767,-468.06970688037944,277.84472063602635,shuo_3_72,3,72
718.0645263421259,-830.4202553089495,-30.920819829670407,366.909751619282,shuo_3_16,3,16
325.9175632276308,-563.653510096977,102.63151375688594,377.98400204905425,shuo_4_80,4,80
-1388.685047516547,591.11749090783,593.7570203141972,132.70714794081286,shuo_3_36,3,36
163.02788624461982,-359.05741617198794,117.13284405960445,351.5584962141362,shuo_4_84,4,84
43.62704275827139,56.08078853495765,-33.19235039541412,213.35438539518225,shuo_2_22,2,22
594.6079777168543,164.56965542694735,-431.7826411582653,378.92325197405717,shuo_4_110,4,110
361.9150511941611,-521.3696518775828,-1.980893701159779,370.7659233379378,shuo_4_62,4,62
54.77839290743515,87.07385084551734,-75.66643063638902,185.90457830269216,shuo_2_78,2,78
409.13625141415446,-715.0137511737425,171.79096354347138,361.3901053095752,shuo_4_20,4,20
-1667.0825754404875,3333.27421309386,-2109.8115671147125,598.2929138991783,shuo_3_76,3,76
-129.6004271991182,354.11668117915474,-343.1618226764846,287.86182973128797,shuo_3_92,3,92
275.5994127951171,-442.1657212646349,49.056927395850586,334.1804912461783,shuo_4_24,4,24
-345.0238115840463,384.96968104307393,-229.66393545679352,243.46616269276973,shuo_3_96,3,96
1903.2428730317476,-1702.17931164313,158.09214688691924,260.5595609935542,shuo_3_64,3,64
82.4447724629963,-119.70117235491105,55.134401137163735,297.75995081973633,shuo_1_26,1,26
114.1251900750996,-78.25807587353846,-99.70932523594385,232.80589982638682,shuo_3_100,3,100
-64.94082241395773,151.15253559538644,-94.11022982083372,361.21245558060133,shuo_1_28,1,28
-1311.8090206821732,2393.282760739394,-863.4427075324751,270.59527686546653,shuo_4_4,4,4
694.2572790349827,-896.6331234558385,97.08495777569217,217.37014497545889,shuo_3_82,3,82
82.16915098944638,-83.595707721639,-2.7417063218324924,329.86362501055544,shuo_1_40,1,40
9.705892054087007,70.13633388890358,-107.44749238609663,346.1356963716712,shuo_1_42,1,42
1.5508504235287999,1735.8206097132183,-1642.638555694295,544.9660368439729,shuo_3_68,3,68
104.35728108205403,-152.511093530268,44.21091705388854,319.3766751322584,shuo_1_46,1,46
-27.185077397916324,173.89744888904278,-132.8254923598504,229.07874742064504,shuo_2_52,2,52
-685.0904476711167,1726.2278144749428,-869.8595194912268,310.5869499182784,shuo_3_60,3,60
170.36142224683584,-33.61712081357276,-43.634690543448514,205.9656043191662,shuo_2_54,2,54
