time,pitch,pitch_con
22.5964296,216.1604689,wang_1_138
22.61006597,217.1555218,wang_1_138
22.62370233,218.6280878,wang_1_138
22.63733869,220.9884506,wang_1_138
22.65097506,223.082908,wang_1_138
22.66461142,224.429919,wang_1_138
22.67824778,226.5900441,wang_1_138
22.69188415,227.5651084,wang_1_138
22.70552051,229.667283,wang_1_138
22.71915687,236.0337785,wang_1_138
22.8964296,273.4435826,wang_1_140
22.91006597,245.2507758,wang_1_140
22.92370233,242.6520005,wang_1_140
22.93733869,241.9430713,wang_1_140
22.95097506,241.1425245,wang_1_140
22.96461142,239.8939598,wang_1_140
22.97824778,236.8366354,wang_1_140
22.99188415,228.9348725,wang_1_140
23.00552051,219.2095955,wang_1_140
23.48279324,238.3820646,wang_1_142
23.4964296,230.8294931,wang_1_142
23.51006597,226.3289426,wang_1_142
23.52370233,224.8632843,wang_1_142
23.53733869,224.9057657,wang_1_142
23.53733869,224.9057657,wang_1_143
23.55097506,225.973746,wang_1_143
23.56461142,227.6554057,wang_1_143
23.57824778,229.0873078,wang_1_143
23.59188415,230.649407,wang_1_143
23.60552051,231.157336,wang_1_143
23.61915687,230.4958073,wang_1_143
26.87824778,202.2199823,wang_1_163
26.89188415,203.5528285,wang_1_163
26.90552051,204.1136594,wang_1_163
26.91915687,203.6859168,wang_1_163
26.93279324,203.7755574,wang_1_163
26.9464296,204.2499793,wang_1_163
26.96006597,203.2593613,wang_1_163
26.97370233,200.3950531,wang_1_163
26.98733869,199.7326729,wang_1_163
27.01461142,67.69301199,wang_1_163
27.96915687,233.8800635,wang_1_170
27.98279324,229.4274528,wang_1_170
27.9964296,227.078494,wang_1_170
28.01006597,223.9015406,wang_1_170
28.02370233,222.138187,wang_1_170
28.03733869,221.3809335,wang_1_170
28.05097506,220.8055878,wang_1_170
28.06461142,220.5918324,wang_1_170
28.07824778,220.9043246,wang_1_170
28.09188415,220.8738446,wang_1_170
28.10552051,220.9585976,wang_1_170
28.11915687,219.7914031,wang_1_170
28.13279324,216.4874954,wang_1_170
28.1464296,214.1490015,wang_1_170
31.10552051,218.025407,wang_1_187
31.11915687,221.3345192,wang_1_187
31.13279324,221.823178,wang_1_187
31.1464296,220.4784032,wang_1_187
31.16006597,220.1724589,wang_1_187
31.17370233,220.7842459,wang_1_187
31.18733869,221.7080491,wang_1_187
31.20097506,222.8610237,wang_1_187
31.21461142,222.7636255,wang_1_187
31.22824778,218.9235353,wang_1_187
31.24188415,210.1485658,wang_1_187
33.36915687,201.6246618,wang_1_204
33.38279324,204.4216436,wang_1_204
33.3964296,205.209948,wang_1_204
33.41006597,204.9084093,wang_1_204
33.42370233,204.9769816,wang_1_204
33.43733869,204.4727916,wang_1_204
33.45097506,203.9892259,wang_1_204
33.46461142,202.5163739,wang_1_204
33.47824778,200.4809384,wang_1_204
33.49188415,243.3696524,wang_1_204
33.50552051,238.254336,wang_1_204
33.51915687,230.7937338,wang_1_204
95.40097506,239.211254,wang_1_632
95.41461142,233.4814732,wang_1_632
95.42824778,232.4081964,wang_1_632
95.44188415,231.717276,wang_1_632
95.45552051,229.4513205,wang_1_632
95.46915687,228.6765727,wang_1_632
95.48279324,229.6530172,wang_1_632
95.4964296,231.4274148,wang_1_632
95.51006597,233.489961,wang_1_632
95.52370233,235.0014812,wang_4_633
95.53733869,235.7512896,wang_4_633
95.55097506,234.6862608,wang_4_633
95.56461142,231.972617,wang_4_633
95.57824778,227.5584521,wang_4_633
95.59188415,221.5211651,wang_4_633
95.60552051,217.5012756,wang_4_633
95.61915687,214.6124334,wang_4_633
95.63279324,210.9554486,wang_4_633
95.6464296,205.9586907,wang_4_633
95.66006597,202.6674892,wang_4_633
95.67370233,196.8925279,wang_4_633
95.68733869,192.7340901,wang_4_633
95.70097506,193.6568525,wang_4_633
97.46006597,240.7809055,wang_1_649
97.47370233,237.1551216,wang_1_649
97.48733869,234.9899209,wang_1_649
97.50097506,234.2979339,wang_1_649
97.51461142,231.4370108,wang_1_649
97.52824778,230.6035254,wang_1_649
97.54188415,229.610215,wang_1_649
97.55552051,227.2675854,wang_1_649
97.56915687,225.068985,wang_1_649
97.58279324,221.3652686,wang_1_649
97.5964296,216.9333598,wang_1_649
99.13733869,216.3449927,wang_1_664
99.15097506,218.6284724,wang_1_664
99.16461142,221.6240902,wang_1_664
99.17824778,225.9065134,wang_1_664
99.19188415,229.5830547,wang_1_664
99.20552051,231.170629,wang_1_664
99.21915687,231.1777761,wang_1_664
100.9509751,212.9796607,wang_4_679
100.9646114,228.5728884,wang_4_679
100.9782478,232.030755,wang_4_679
100.9918841,232.475194,wang_4_679
101.0055205,230.200403,wang_4_679
101.0191569,229.0876404,wang_4_679
101.0327932,229.4440137,wang_4_679
101.0464296,224.3247962,wang_4_679
101.060066,207.5804753,wang_4_679
101.0873387,210.6854272,wang_1_681
101.1009751,226.2620842,wang_1_681
101.1146114,231.8103083,wang_1_681
101.1282478,237.5980302,wang_1_681
101.1418841,240.5762903,wang_1_681
101.1555205,241.9642702,wang_1_681
101.1691569,242.0606834,wang_1_681
101.1827932,241.139527,wang_1_681
101.1964296,238.4318817,wang_1_681
101.210066,235.2871717,wang_1_681
101.2237023,232.8812046,wang_1_681
101.7964296,215.6586636,wang_4_687
101.810066,218.0064701,wang_4_687
101.8237023,219.909511,wang_4_687
101.8373387,219.6572581,wang_4_687
101.8509751,217.5309548,wang_4_687
101.8646114,214.4217253,wang_4_687
101.8782478,207.5818002,wang_4_687
101.8918841,202.5085123,wang_4_687
